session_id,subject_id,label_id,label_name,trial,duration_s,samples,path,recorded_at
20260514_103414,S01,G12,curtain_close,034,4.046,116,data\raw\S01\G12\20260514_103414_S01_G12_T034.csv,2026-05-14T10:37:11
20260514_103414,S01,G12,curtain_close,035,3.940,113,data\raw\S01\G12\20260514_103414_S01_G12_T035.csv,2026-05-14T10:37:16
20260514_103414,S01,G12,curtain_close,036,3.830,117,data\raw\S01\G12\20260514_103414_S01_G12_T036.csv,2026-05-14T10:37:21
20260514_103414,S01,G12,curtain_close,037,3.909,121,data\raw\S01\G12\20260514_103414_S01_G12_T037.csv,2026-05-14T10:37:26
20260514_103414,S01,G12,curtain_close,038,3.984,112,data\raw\S01\G12\20260514_103414_S01_G12_T038.csv,2026-05-14T10:37:31
20260514_103414,S01,G12,curtain_close,039,3.972,119,data\raw\S01\G12\20260514_103414_S01_G12_T039.csv,2026-05-14T10:37:37
20260514_103414,S01,G12,curtain_close,040,4.007,119,data\raw\S01\G12\20260514_103414_S01_G12_T040.csv,2026-05-14T10:37:42
20260514_103414,S01,G12,curtain_close,041,3.984,121,data\raw\S01\G12\20260514_103414_S01_G12_T041.csv,2026-05-14T10:37:47
20260514_103414,S01,G12,curtain_close,042,3.939,117,data\raw\S01\G12\20260514_103414_S01_G12_T042.csv,2026-05-14T10:37:52
20260514_103414,S01,G12,curtain_close,043,3.914,117,data\raw\S01\G12\20260514_103414_S01_G12_T043.csv,2026-05-14T10:37:57
20260514_103414,S01,G12,curtain_close,044,3.948,126,data\raw\S01\G12\20260514_103414_S01_G12_T044.csv,2026-05-14T10:38:03
20260514_103414,S01,G12,curtain_close,045,3.950,117,data\raw\S01\G12\20260514_103414_S01_G12_T045.csv,2026-05-14T10:38:08
20260514_103414,S01,G12,curtain_close,046,3.861,122,data\raw\S01\G12\20260514_103414_S01_G12_T046.csv,2026-05-14T10:38:13
20260514_103414,S01,G12,curtain_close,047,3.974,118,data\raw\S01\G12\20260514_103414_S01_G12_T047.csv,2026-05-14T10:38:18
20260514_103414,S01,G12,curtain_close,048,3.790,114,data\raw\S01\G12\20260514_103414_S01_G12_T048.csv,2026-05-14T10:38:23
20260514_103414,S01,G12,curtain_close,049,3.949,108,data\raw\S01\G12\20260514_103414_S01_G12_T049.csv,2026-05-14T10:38:28
20260514_103414,S01,G12,curtain_close,050,4.030,115,data\raw\S01\G12\20260514_103414_S01_G12_T050.csv,2026-05-14T10:38:34
20260514_104056,S01,G13,curtain_open,001,3.915,113,data\raw\S01\G13\20260514_104056_S01_G13_T001.csv,2026-05-14T10:41:01
20260514_104056,S01,G13,curtain_open,002,4.033,110,data\raw\S01\G13\20260514_104056_S01_G13_T002.csv,2026-05-14T10:41:06
20260514_104056,S01,G13,curtain_open,003,3.996,126,data\raw\S01\G13\20260514_104056_S01_G13_T003.csv,2026-05-14T10:41:11
20260514_104056,S01,G13,curtain_open,004,4.047,117,data\raw\S01\G13\20260514_104056_S01_G13_T004.csv,2026-05-14T10:41:16
20260514_104056,S01,G13,curtain_open,005,4.052,123,data\raw\S01\G13\20260514_104056_S01_G13_T005.csv,2026-05-14T10:41:21
20260514_104056,S01,G13,curtain_open,006,3.941,112,data\raw\S01\G13\20260514_104056_S01_G13_T006.csv,2026-05-14T10:41:27
20260514_104056,S01,G13,curtain_open,007,3.802,112,data\raw\S01\G13\20260514_104056_S01_G13_T007.csv,2026-05-14T10:41:32
20260514_104056,S01,G13,curtain_open,008,4.033,120,data\raw\S01\G13\20260514_104056_S01_G13_T008.csv,2026-05-14T10:41:37
20260514_104056,S01,G13,curtain_open,009,3.927,120,data\raw\S01\G13\20260514_104056_S01_G13_T009.csv,2026-05-14T10:41:42
20260514_104056,S01,G13,curtain_open,010,3.961,120,data\raw\S01\G13\20260514_104056_S01_G13_T010.csv,2026-05-14T10:41:48
20260514_104056,S01,G13,curtain_open,011,3.848,115,data\raw\S01\G13\20260514_104056_S01_G13_T011.csv,2026-05-14T10:41:53
20260514_104056,S01,G13,curtain_open,012,3.856,113,data\raw\S01\G13\20260514_104056_S01_G13_T012.csv,2026-05-14T10:41:58
20260514_104056,S01,G13,curtain_open,013,3.929,110,data\raw\S01\G13\20260514_104056_S01_G13_T013.csv,2026-05-14T10:42:03
20260514_104056,S01,G13,curtain_open,014,3.974,114,data\raw\S01\G13\20260514_104056_S01_G13_T014.csv,2026-05-14T10:42:08
20260514_104056,S01,G13,curtain_open,015,3.784,125,data\raw\S01\G13\20260514_104056_S01_G13_T015.csv,2026-05-14T10:42:13
20260514_104056,S01,G13,curtain_open,016,4.023,123,data\raw\S01\G13\20260514_104056_S01_G13_T016.csv,2026-05-14T10:42:18
20260514_104056,S01,G13,curtain_open,017,3.899,119,data\raw\S01\G13\20260514_104056_S01_G13_T017.csv,2026-05-14T10:42:23
20260514_104056,S01,G13,curtain_open,018,4.072,126,data\raw\S01\G13\20260514_104056_S01_G13_T018.csv,2026-05-14T10:42:29
20260514_104056,S01,G13,curtain_open,019,3.935,123,data\raw\S01\G13\20260514_104056_S01_G13_T019.csv,2026-05-14T10:42:34
20260514_104056,S01,G13,curtain_open,020,3.946,121,data\raw\S01\G13\20260514_104056_S01_G13_T020.csv,2026-05-14T10:42:39
20260514_104056,S01,G13,curtain_open,021,4.094,121,data\raw\S01\G13\20260514_104056_S01_G13_T021.csv,2026-05-14T10:42:44
20260514_104056,S01,G13,curtain_open,022,3.972,119,data\raw\S01\G13\20260514_104056_S01_G13_T022.csv,2026-05-14T10:42:50
20260514_104056,S01,G13,curtain_open,023,3.956,126,data\raw\S01\G13\20260514_104056_S01_G13_T023.csv,2026-05-14T10:42:55
20260514_104056,S01,G13,curtain_open,024,4.033,118,data\raw\S01\G13\20260514_104056_S01_G13_T024.csv,2026-05-14T10:43:00
20260514_104056,S01,G13,curtain_open,025,4.025,122,data\raw\S01\G13\20260514_104056_S01_G13_T025.csv,2026-05-14T10:43:05
20260514_104056,S01,G13,curtain_open,026,4.036,129,data\raw\S01\G13\20260514_104056_S01_G13_T026.csv,2026-05-14T10:43:11
20260514_104056,S01,G13,curtain_open,027,4.012,115,data\raw\S01\G13\20260514_104056_S01_G13_T027.csv,2026-05-14T10:43:16
20260514_104056,S01,G13,curtain_open,028,3.955,121,data\raw\S01\G13\20260514_104056_S01_G13_T028.csv,2026-05-14T10:43:21
20260514_104056,S01,G13,curtain_open,029,4.011,123,data\raw\S01\G13\20260514_104056_S01_G13_T029.csv,2026-05-14T10:43:26
20260514_104056,S01,G13,curtain_open,030,3.936,128,data\raw\S01\G13\20260514_104056_S01_G13_T030.csv,2026-05-14T10:43:31
